INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	INCHI_STRING	DATA_SOURCES	QSAR_READY_SMILES
hydrocotarnine	Approved Name	DTXSID60203535	Hydrocotarnine	550-10-7	4-Methoxy-6-methyl-5,6,7,8-tetrahydro-2H-[1,3]dioxolo[4,5-g]isoquinoline	InChI=1S/C12H15NO3/c1-13-4-3-8-5-10-12(16-7-15-10)11(14-2)9(8)6-13/h5H,3-4,6-7H2,1-2H3	20	COC1=C2CN(C)CCC2=CC2=C1OCO2
calycanthine	NO_MATCH	-	-	-	-	-	-	-
lobeline	Approved Name	DTXSID3023219	Lobeline	90-69-7	2-{(2R,6S)-6-[(2S)-2-Hydroxy-2-phenylethyl]-1-methylpiperidin-2-yl}-1-phenylethan-1-one	InChI=1S/C22H27NO2/c1-23-19(15-21(24)17-9-4-2-5-10-17)13-8-14-20(23)16-22(25)18-11-6-3-7-12-18/h2-7,9-12,19-21,24H,8,13-16H2,1H3/t19-,20+,21-/m0/s1	33	CN1C(CC(O)C2=CC=CC=C2)CCCC1CC(=O)C1=CC=CC=C1
1,4-chrysenequinone	Synonym	DTXSID90143571	1,4-Chrysenedione	100900-16-1	Chrysene-1,4-dione	InChI=1S/C18H10O2/c19-16-9-10-17(20)18-14-6-5-11-3-1-2-4-12(11)13(14)7-8-15(16)18/h1-10H	10	O=C1C=CC(=O)C2=C1C=CC1=C2C=CC2=CC=CC=C12
pseudopelletierine	NO_MATCH	-	-	-	-	-	-	-
acepromazine	Synonym from Valid Source	DTXSID1022552	Acetylpromazine	61-00-7	1-{10-[3-(Dimethylamino)propyl]-10H-phenothiazin-2-yl}ethan-1-one	InChI=1S/C19H22N2OS/c1-14(22)15-9-10-19-17(13-15)21(12-6-11-20(2)3)16-7-4-5-8-18(16)23-19/h4-5,7-10,13H,6,11-12H2,1-3H3	31	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O
hydroquinine	Approved Name	DTXSID70878516	Hydroquinine	522-66-7	(8alpha,9R)-6'-Methoxy-10,11-dihydrocinchonan-9-ol	InChI=1S/C20H26N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h4-6,8,11,13-14,19-20,23H,3,7,9-10,12H2,1-2H3/t13-,14-,19-,20+/m0/s1	8	[H]C12CCN(CC1CC)C(C2)C(O)c1ccnc2ccc(OC)cc12
berberine	Approved Name	DTXSID9043857	Berberine	2086-83-1	9,10-Dimethoxy-5,6-dihydro-2H-[1,3]dioxolo[4,5-g]isoquinolino[3,2-a]isoquinolin-7-ium	InChI=1S/C20H18NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,7-10H,5-6,11H2,1-2H3/q+1	26	COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC
cinchonidine	NO_MATCH	-	-	-	-	-	-	-
physostigmine	Approved Name	DTXSID3023471	Physostigmine	57-47-6	(3aS,8aR)-1,3a,8-Trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate	InChI=1S/C15H21N3O2/c1-15-7-8-17(3)13(15)18(4)12-6-5-10(9-11(12)15)20-14(19)16-2/h5-6,9,13H,7-8H2,1-4H3,(H,16,19)/t13-,15+/m1/s1	52	CNC(=O)OC1=CC2=C(C=C1)N(C)C1N(C)CCC21C
convolamine	Approved Name	DTXSID50329455	Convolamine	500-56-1	8-Methyl-8-azabicyclo[3.2.1]octan-3-yl 3,4-dimethoxybenzoate	InChI=1S/C17H23NO4/c1-18-12-5-6-13(18)10-14(9-12)22-17(19)11-4-7-15(20-2)16(8-11)21-3/h4,7-8,12-14H,5-6,9-10H2,1-3H3	4	[H]C12CCC([H])(CC(C1)OC(=O)C1=CC=C(OC)C(OC)=C1)N2C
demecarium bromide	Approved Name	DTXSID6045240	Demecarium bromide	56-94-0	2,2'-{Decane-1,10-diylbis[(methylcarbamoyl)oxy]}bis(N,N,N-trimethylanilinium) dibromide	InChI=1S/C32H52N4O4.2BrH/c1-33(31(37)39-29-23-17-15-21-27(29)35(3,4)5)25-19-13-11-9-10-12-14-20-26-34(2)32(38)40-30-24-18-16-22-28(30)36(6,7)8;;/h15-18,21-24H,9-14,19-20,25-26H2,1-8H3;2*1H/q+2;;/p-2	18	CN(CCCCCCCCCCN(C)C(=O)OC1=C(C=CC=C1)[N+](C)(C)C)C(=O)OC1=C(C=CC=C1)[N+](C)(C)C
racecadotril	Approved Name	DTXSID8045513	Racecadotril	81110-73-8	Benzyl N-{(2S)-2-[(acetylsulfanyl)methyl]-3-phenylpropanoyl}glycinate	InChI=1S/C21H23NO4S/c1-16(23)27-15-19(12-17-8-4-2-5-9-17)21(25)22-13-20(24)26-14-18-10-6-3-7-11-18/h2-11,19H,12-15H2,1H3,(H,22,25)/t19-/m1/s1	24	CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1
epivincamine	NO_MATCH	-	-	-	-	-	-	-
aconitine	Approved Name	DTXSID4046319	Aconitine	302-27-2	(1alpha,3alpha,6alpha,14alpha,15alpha,16beta,17xi)-8-(Acetyloxy)-20-ethyl-3,13,15-trihydroxy-1,6,16-trimethoxy-4-(methoxymethyl)aconitan-14-yl benzoate	InChI=1S/C34H47NO11/c1-7-35-15-31(16-41-3)20(37)13-21(42-4)33-19-14-32(40)28(45-30(39)18-11-9-8-10-12-18)22(19)34(46-17(2)36,27(38)29(32)44-6)23(26(33)35)24(43-5)25(31)33/h8-12,19-29,37-38,40H,7,13-16H2,1-6H3/t19-,20-,21+,22-,23+,24+,25-,26?,27+,28-,29+,31+,32-,33+,34-/m1/s1	31	[H]C12C3CC(O)(C1OC(=O)C1=CC=CC=C1)C(OC)C(O)C2(OC(C)=O)C1([H])C(OC)C2([H])C33C(CC(O)C2(COC)CN(CC)C13[H])OC
vinburnine	Synonym	DTXSID6045119	(-)-Eburnamonine	4880-88-0	(3alpha,16alpha)-14,15-Dihydroeburnamenin-14-one	InChI=1S/C19H22N2O/c1-2-19-9-5-10-20-11-8-14-13-6-3-4-7-15(13)21(16(22)12-19)17(14)18(19)20/h3-4,6-7,18H,2,5,8-12H2,1H3/t18-,19+/m1/s1	23	CCC12CCCN3CCC4=C(C13)N(C1=CC=CC=C41)C(=O)C2
(+)-chelidonine	NO_MATCH	-	-	-	-	-	-	-
isocorydine	NO_MATCH	-	-	-	-	-	-	-
quipazine	Approved Name	DTXSID3046952	Quipazine	4774-24-7	2-(Piperazin-1-yl)quinoline	InChI=1S/C13H15N3/c1-2-4-12-11(3-1)5-6-13(15-12)16-9-7-14-8-10-16/h1-6,14H,7-10H2	20	C1CN(CCN1)C1=CC=C2C=CC=CC2=N1
folic acid	Approved Name	DTXSID0022519	Folic acid	59-30-3	N-(4-{[(2-Amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}benzoyl)-L-glutamic acid	InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1	69	NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O)=N2
chloramphenicol	Approved Name	DTXSID7020265	Chloramphenicol	56-75-7	2,2-Dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide	InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1	77	OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O
isoflupredone	NO_MATCH	-	-	-	-	-	-	-
canrenoic acid	Approved Name	DTXSID5022726	Canrenoic acid	4138-96-9	3-[(8R,9S,10R,13S,14S,17R)-17-Hydroxy-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]propanoic acid (non-preferred name)	InChI=1S/C22H30O4/c1-20-9-5-15(23)13-14(20)3-4-16-17(20)6-10-21(2)18(16)7-11-22(21,26)12-8-19(24)25/h3-4,13,16-18,26H,5-12H2,1-2H3,(H,24,25)/t16-,17+,18+,20+,21+,22-/m1/s1	20	CC12CCC3C(C=CC4=CC(=O)CCC34C)C1CCC2(O)CCC(O)=O
ursolic acid	NO_MATCH	-	-	-	-	-	-	-
gentamicin	Approved Name	DTXSID5034642	Gentamicin	1403-66-3	-	-	29	-
methocarbamol	Approved Name	DTXSID6023286	Methocarbamol	532-03-6	2-Hydroxy-3-(2-methoxyphenoxy)propyl carbamate	InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)	52	COC1=CC=CC=C1OCC(O)COC(N)=O
aceclofenac	Approved Name	DTXSID7045522	Aceclofenac	89796-99-6	({[2-(2,6-Dichloroanilino)phenyl]acetyl}oxy)acetic acid	InChI=1S/C16H13Cl2NO4/c17-11-5-3-6-12(18)16(11)19-13-7-2-1-4-10(13)8-15(22)23-9-14(20)21/h1-7,19H,8-9H2,(H,20,21)	39	OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
retrorsine	Approved Name	DTXSID6021242	Retrorsine	480-54-6	(15Z)-12,18-Dihydroxysenecionan-11,16-dione	InChI=1S/C18H25NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,11,14-15,20,23H,5-10H2,1-2H3/b12-3-/t11-,14-,15-,18-/m1/s1	24	C\C=C1\CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23
rescinnamine	Approved Name	DTXSID3023554	Rescinnamine	24815-24-5	Methyl (3beta,16beta,17alpha,18beta,20alpha)-11,17-dimethoxy-18-{[3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]oxy}yohimban-16-carboxylate	InChI=1S/C35H42N2O9/c1-40-21-8-9-22-23-11-12-37-18-20-15-29(46-30(38)10-7-19-13-27(41-2)33(43-4)28(14-19)42-3)34(44-5)31(35(39)45-6)24(20)17-26(37)32(23)36-25(22)16-21/h7-10,13-14,16,20,24,26,29,31,34,36H,11-12,15,17-18H2,1-6H3/b10-7+/t20-,24+,26-,29-,31+,34+/m1/s1	34	COC1C(CC2CN3CCC4=C(NC5=CC(OC)=CC=C45)C3CC2C1C(=O)OC)OC(=O)C=CC1=CC(OC)=C(OC)C(OC)=C1
galantamine	Integrated Source Name	DTXSID2045606	Galanthamine	357-70-0	Galanthamine	InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1	32	COC1=C2OC3CC(O)C=CC33CCN(C)CC(C=C1)=C23
xylazine	Approved Name	DTXSID3040643	Xylazine	7361-61-7	N-(2,6-Dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine	InChI=1S/C12H16N2S/c1-9-5-3-6-10(2)11(9)14-12-13-7-4-8-15-12/h3,5-6H,4,7-8H2,1-2H3,(H,13,14)	38	CC1=CC=CC(C)=C1NC1=NCCCS1
conessine	Approved Name	DTXSID6046000	Conessine	546-06-5	(3beta)-N,N-Dimethylcon-5-enin-3-amine	InChI=1S/C24H40N2/c1-16-20-8-9-22-19-7-6-17-14-18(25(3)4)10-12-23(17,2)21(19)11-13-24(20,22)15-26(16)5/h6,16,18-22H,7-15H2,1-5H3/t16-,18-,19+,20+,21-,22-,23-,24-/m0/s1	27	CC1C2CCC3C4CC=C5CC(CCC5(C)C4CCC23CN1C)N(C)C
cinchonine	Approved Name	DTXSID6045082	Cinchonine	118-10-5	(9S)-Cinchonan-9-ol	InChI=1S/C19H22N2O/c1-2-13-12-21-10-8-14(13)11-18(21)19(22)16-7-9-20-17-6-4-3-5-15(16)17/h2-7,9,13-14,18-19,22H,1,8,10-12H2/t13-,14?,18+,19-/m0/s1	33	[H]C12CCN(CC1C=C)C(C2)C(O)C1=CC=NC2=CC=CC=C12
sparteine	Approved Name	DTXSID4023591	Sparteine	90-39-1	(6S,7aR,14S,14aS)-Dodecahydro-2H,6H-6,14-methanodipyrido[1,2-a:1',2'-e][1,5]diazocine	InChI=1S/C15H26N2/c1-3-7-16-11-12-9-14(10-13(16)5-1)17-8-4-2-6-15(12)17/h12-15H,1-11H2/t12-,13+,14-,15-/m0/s1	35	[H]C12CC([H])(CC3CCCCN3C1)N1CCCCC21
palmatine	Approved Name	DTXSID9048065	Palmatine	3486-67-7	2,3,9,10-Tetramethoxy-5,6-dihydroisoquinolino[3,2-a]isoquinolin-7-ium	InChI=1S/C21H22NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,9-12H,7-8H2,1-4H3/q+1	19	COC1=CC2=C(C=C1OC)C1=[N+](CC2)C=C2C(OC)=C(OC)C=CC2=C1
co-dergocrine mesilate	NO_MATCH	-	-	-	-	-	-	-
seneciphylline	Approved Name	DTXSID8026016	Seneciphylline	480-81-9	(15Z)-12-Hydroxy-13,19-didehydrosenecionan-11,16-dione	InChI=1S/C18H23NO5/c1-4-12-9-11(2)18(3,22)17(21)23-10-13-5-7-19-8-6-14(15(13)19)24-16(12)20/h4-5,14-15,22H,2,6-10H2,1,3H3/b12-4-/t14-,15-,18-/m1/s1	24	C\C=C1\CC(=C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23
bicuculline	Approved Name	DTXSID3042687	Bicuculline	485-49-4	(6R)-6-[(5S)-6-Methyl-5,6,7,8-tetrahydro-2H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-2H-furo[3,4-e][1,3]benzodioxol-8(6H)-one	InChI=1S/C20H17NO6/c1-21-5-4-10-6-14-15(25-8-24-14)7-12(10)17(21)18-11-2-3-13-19(26-9-23-13)16(11)20(22)27-18/h2-3,6-7,17-18H,4-5,8-9H2,1H3/t17-,18+/m0/s1	29	CN1CCC2=C(C=C3OCOC3=C2)C1C1OC(=O)C2=C1C=CC1=C2OCO1
canavanine	NO_MATCH	-	-	-	-	-	-	-
diflorasone	NO_MATCH	-	-	-	-	-	-	-
gramine	Integrated Source Name	DTXSID3058955	1H-Indole-3-methanamine, N,N-dimethyl-	87-52-5	1-(1H-Indol-3-yl)-N,N-dimethylmethanamine	InChI=1S/C11H14N2/c1-13(2)8-9-7-12-11-6-4-3-5-10(9)11/h3-7,12H,8H2,1-2H3	26	CN(C)CC1=CNC2=CC=CC=C12
protoveratrine A	NO_MATCH	-	-	-	-	-	-	-
emetine	Approved Name	DTXSID5022980	Emetine	483-18-1	(1'beta)-6',7',10,11-Tetramethoxyemetan	InChI=1S/C29H40N2O4/c1-6-18-17-31-10-8-20-14-27(33-3)29(35-5)16-23(20)25(31)12-21(18)11-24-22-15-28(34-4)26(32-2)13-19(22)7-9-30-24/h13-16,18,21,24-25,30H,6-12,17H2,1-5H3/t18-,21-,24+,25-/m0/s1	38	CCC1CN2CCC3=C(C=C(OC)C(OC)=C3)C2CC1CC1NCCC2=CC(OC)=C(OC)C=C12
harmaline	Approved Name	DTXSID8041038	Harmaline	304-21-2	7-Methoxy-1-methyl-4,9-dihydro-3H-pyrido[3,4-b]indole	InChI=1S/C13H14N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-4,7,15H,5-6H2,1-2H3	27	COC1=CC2=C(C=C1)C1=C(N2)C(C)=NCC1
trimethylcolchicinic acid	Approved Name	DTXSID90875143	TRIMETHYLCOLCHICINIC ACID	NOCAS_875143	7-Amino-10-hydroxy-1,2,3-trimethoxy-6,7-dihydrobenzo[a]heptalen-9(5H)-one	InChI=1S/C19H21NO5/c1-23-16-8-10-4-6-13(20)12-9-15(22)14(21)7-5-11(12)17(10)19(25-3)18(16)24-2/h5,7-9,13H,4,6,20H2,1-3H3,(H,21,22)	4	COC1=C(OC)C(OC)=C2C(CCC(N)C3=CC(=O)C(=O)CC=C23)=C1
yohimbic acid	Approved Name	DTXSID4048563	Yohimbic acid	522-87-2	(16alpha,17alpha)-17-Hydroxyyohimban-16-carboxylic acid	InChI=1S/C20H24N2O3/c23-17-6-5-11-10-22-8-7-13-12-3-1-2-4-15(12)21-19(13)16(22)9-14(11)18(17)20(24)25/h1-4,11,14,16-18,21,23H,5-10H2,(H,24,25)/t11-,14-,16-,17-,18+/m0/s1	15	OC1CCC2CN3CCC4=C(NC5=CC=CC=C45)C3CC2C1C(O)=O
boldine	NO_MATCH	-	-	-	-	-	-	-
harman	Approved Name	DTXSID80197568	Harman	486-84-0	1-Methyl-9H-pyrido[3,4-b]indole	InChI=1S/C12H10N2/c1-8-12-10(6-7-13-8)9-4-2-3-5-11(9)14-12/h2-7,14H,1H3	28	CC1=NC=CC2=C1NC1=CC=CC=C21
quinisocaine	NO_MATCH	-	-	-	-	-	-	-
solanine	Expert Validated Synonym	DTXSID9030707	alpha-Solanine	20562-02-1	Solanid-5-en-3-yl 6-deoxy-beta-L-mannopyranosyl-(1->2)-[beta-D-glucopyranosyl-(1->3)]-beta-D-galactopyranoside	InChI=1S/C45H73NO15/c1-19-6-9-27-20(2)31-28(46(27)16-19)15-26-24-8-7-22-14-23(10-12-44(22,4)25(24)11-13-45(26,31)5)57-43-40(61-41-37(54)35(52)32(49)21(3)56-41)39(34(51)30(18-48)59-43)60-42-38(55)36(53)33(50)29(17-47)58-42/h7,19-21,23-43,47-55H,6,8-18H2,1-5H3/t19-,20+,21-,23?,24+,25-,26-,27+,28-,29+,30+,31-,32-,33+,34-,35+,36-,37+,38+,39-,40+,41+,42-,43+,44-,45-/m0/s1	32	CC1C2CCC(C)CN2C2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C12)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O
sulmazole	Approved Name	DTXSID1040617	Sulmazole	73384-60-8	2-[4-(Methanesulfinyl)-2-methoxyphenyl]-1H-imidazo[4,5-b]pyridine	InChI=1S/C14H13N3O2S/c1-19-12-8-9(20(2)18)5-6-10(12)13-16-11-4-3-7-15-14(11)17-13/h3-8H,1-2H3,(H,15,16,17)	33	COC1=C(C=CC(=C1)S(C)=O)C1=NC2=C(N1)C=CC=N2
vitexin	Approved Name	DTXSID90190287	Vitexin	3681-93-4	(1S)-1,5-Anhydro-1-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-8-yl]-D-glucitol	InChI=1S/C21H20O10/c22-7-14-17(27)18(28)19(29)21(31-14)16-11(25)5-10(24)15-12(26)6-13(30-20(15)16)8-1-3-9(23)4-2-8/h1-6,14,17-19,21-25,27-29H,7H2/t14-,17-,18+,19-,21+/m1/s1	24	OCC1OC(C(O)C(O)C1O)c1c(O)cc(O)c2C(=O)C=C(Oc12)c1ccc(O)cc1
glimepiride	Approved Name	DTXSID5040675	Glimepiride	93479-97-1	3-Ethyl-4-methyl-N-{2-[4-({[(1r,4r)-4-methylcyclohexyl]carbamoyl}sulfamoyl)phenyl]ethyl}-2-oxo-2,5-dihydro-1H-pyrrole-1-carboxamide	InChI=1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)/t16-,19-	33	CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O
dydrogesterone	Approved Name	DTXSID1022974	Dydrogesterone	152-62-5	(9beta,10alpha)-Pregna-4,6-diene-3,20-dione	InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1	37	CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
hydroxyachillin	NO_MATCH	-	-	-	-	-	-	-
trihexyphenidyl	Approved Name	DTXSID4023705	Trihexyphenidyl	144-11-6	1-Cyclohexyl-1-phenyl-3-(piperidin-1-yl)propan-1-ol	InChI=1S/C20H31NO/c22-20(18-10-4-1-5-11-18,19-12-6-2-7-13-19)14-17-21-15-8-3-9-16-21/h1,4-5,10-11,19,22H,2-3,6-9,12-17H2	34	OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
sulfabenzamide	Approved Name	DTXSID7045287	Sulfabenzamide	127-71-9	N-(4-Aminobenzene-1-sulfonyl)benzamide	InChI=1S/C13H12N2O3S/c14-11-6-8-12(9-7-11)19(17,18)15-13(16)10-4-2-1-3-5-10/h1-9H,14H2,(H,15,16)	39	NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1
Prestwick-642	NO_MATCH	-	-	-	-	-	-	-
gelsemine	Approved Name	DTXSID40878487	Gelsemine	509-15-9	(4S)-3-Ethenyl-1-methyl-2,3,3a,7,8,8a-hexahydro-1H,5H-spiro[3,8,5-(ethane[1,1,2]triyl)oxepino[4,5-b]pyrrole-4,3'-indol]-2'-ol	InChI=1S/C20H22N2O2/c1-3-19-10-22(2)16-11-9-24-15(8-13(11)19)20(17(16)19)12-6-4-5-7-14(12)21-18(20)23/h3-7,11,13,15-17H,1,8-10H2,2H3,(H,21,23)/t11?,13?,15?,16?,17?,19?,20-/m0/s1	10	CN1CC2(C=C)C3CC4OCC3C1C2C41C(=O)NC2=CC=CC=C12
canadine	Approved Name	DTXSID5022724	Canadine	522-97-4	9,10-Dimethoxy-5,8,13,13a-tetrahydro-2H,6H-[1,3]dioxolo[4,5-g]isoquinolino[3,2-a]isoquinoline	InChI=1S/C20H21NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,8-9,16H,5-7,10-11H2,1-2H3	33	COC1=CC=C2CC3N(CCC4=C3C=C3OCOC3=C4)CC2=C1OC
picrotoxinin	Approved Name	DTXSID3074311	Picrotoxinin	17617-45-7	(1aR,2aR,3S,6R,6aS,8aS,8bR,9R)-2a-Hydroxy-8b-methyl-9-(prop-1-en-2-yl)hexahydro-8H-3,6-methano-1,5,7-trioxacyclopenta[ij]cyclopropa[a]azulene-4,8(3H)-dione	InChI=1S/C15H16O6/c1-5(2)7-8-11(16)19-9(7)10-13(3)14(8,18)4-6-15(13,21-6)12(17)20-10/h6-10,18H,1,4H2,2-3H3/t6-,7+,8-,9-,10-,13-,14-,15+/m1/s1	18	[H]C12OC(=O)C([H])(C1C(C)=C)C1(O)CC3OC33C(=O)OC2C13C
Prestwick-692	NO_MATCH	-	-	-	-	-	-	-
benzocaine	Approved Name	DTXSID8021804	Benzocaine	94-09-7	Ethyl 4-aminobenzoate	InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3	76	CCOC(=O)C1=CC=C(N)C=C1
Prestwick-682	NO_MATCH	-	-	-	-	-	-	-
succinylsulfathiazole	Approved Name	DTXSID7045281	Succinylsulfathiazole	116-43-8	4-Oxo-4-{4-[(1,3-thiazol-2-yl)sulfamoyl]anilino}butanoic acid	InChI=1S/C13H13N3O5S2/c17-11(5-6-12(18)19)15-9-1-3-10(4-2-9)23(20,21)16-13-14-7-8-22-13/h1-4,7-8H,5-6H2,(H,14,16)(H,15,17)(H,18,19)	33	OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
mepenzolate bromide	Approved Name	DTXSID4023252	Mepenzolate bromide	76-90-4	3-{[Hydroxy(diphenyl)acetyl]oxy}-1,1-dimethylpiperidin-1-ium bromide	InChI=1S/C21H26NO3.BrH/c1-22(2)15-9-14-19(16-22)25-20(23)21(24,17-10-5-3-6-11-17)18-12-7-4-8-13-18;/h3-8,10-13,19,24H,9,14-16H2,1-2H3;1H/q+1;/p-1	28	C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
flunisolide	Approved Name	DTXSID1045534	Flunisolide	3385-03-3	(4aR,4bS,5S,6aS,6bS,9aR,10aS,10bS,12S)-12-Fluoro-5-hydroxy-6b-(hydroxyacetyl)-4a,6a,8,8-tetramethyl-4a,4b,5,6,6a,6b,9a,10,10a,10b,11,12-dodecahydro-2H,8H-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-2-one	InChI=1S/C24H31FO6/c1-21(2)30-19-9-14-13-8-16(25)15-7-12(27)5-6-22(15,3)20(13)17(28)10-23(14,4)24(19,31-21)18(29)11-26/h5-7,13-14,16-17,19-20,26,28H,8-11H2,1-4H3/t13-,14-,16-,17-,19+,20+,22-,23-,24+/m0/s1	33	CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO
solasodine	NO_MATCH	-	-	-	-	-	-	-
eldeline	NO_MATCH	-	-	-	-	-	-	-
pempidine	Approved Name	DTXSID7046962	Pempidine	79-55-0	1,2,2,6,6-Pentamethylpiperidine	InChI=1S/C10H21N/c1-9(2)7-6-8-10(3,4)11(9)5/h6-8H2,1-5H3	24	CN1C(C)(C)CCCC1(C)C
promazine	Approved Name	DTXSID2023517	Promazine	58-40-2	N,N-Dimethyl-3-(10H-phenothiazin-10-yl)propan-1-amine	InChI=1S/C17H20N2S/c1-18(2)12-7-13-19-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)19/h3-6,8-11H,7,12-13H2,1-2H3	38	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=CC=C2
citiolone	Approved Name	DTXSID0045888	Citiolone	1195-16-0	N-(2-Oxothiolan-3-yl)acetamide	InChI=1S/C6H9NO2S/c1-4(8)7-5-2-3-10-6(5)9/h5H,2-3H2,1H3,(H,7,8)	27	CC(=O)NC1CCSC1=O
famprofazone	Approved Name	DTXSID3045435	Famprofazone	22881-35-2	1-Methyl-5-{[methyl(1-phenylpropan-2-yl)amino]methyl}-2-phenyl-4-(propan-2-yl)-1,2-dihydro-3H-pyrazol-3-one	InChI=1S/C24H31N3O/c1-18(2)23-22(17-25(4)19(3)16-20-12-8-6-9-13-20)26(5)27(24(23)28)21-14-10-7-11-15-21/h6-15,18-19H,16-17H2,1-5H3	26	CC(C)C1=C(CN(C)C(C)CC2=CC=CC=C2)N(C)N(C1=O)C1=CC=CC=C1
metamizole sodium	Synonym from Valid Source	DTXSID8020543	Dipyrone	68-89-3	Sodium [(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)(methyl)amino]methanesulfonate	InChI=1S/C13H17N3O4S.Na/c1-10-12(14(2)9-21(18,19)20)13(17)16(15(10)3)11-7-5-4-6-8-11;/h4-8H,9H2,1-3H3,(H,18,19,20);/q;+1/p-1	35	CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
